"StichtagDatJahr","KreisSort","KreisCd","KreisLang","SteuerTarifSort","SteuerTarifCd","SteuerTarifLang","SteuerEinkommen_p50","SteuerEinkommen_p25","SteuerEinkommen_p75"
2017,10,"10","Kreis 10",1,"01","Verheiratetentarif",93.3,61.7,140.1
2017,10,"10","Kreis 10",2,"02","Einelternfamilientarif",54.35,33.85,81.7
2017,11,"11","Kreis 11",0,"00","Grundtarif",41.2,18.7,63.3
2017,11,"11","Kreis 11",1,"01","Verheiratetentarif",75,47.75,111.3
2017,11,"11","Kreis 11",2,"02","Einelternfamilientarif",40.7,20,65.2
2017,12,"12","Kreis 12",0,"00","Grundtarif",33,14.3,52.1
2017,12,"12","Kreis 12",1,"01","Verheiratetentarif",61,38.2,86.8
2017,12,"12","Kreis 12",2,"02","Einelternfamilientarif",30.3,12.7,50.4
2018,1,"1","Kreis 1",0,"00","Grundtarif",46,16.8,85.8
2018,1,"1","Kreis 1",1,"01","Verheiratetentarif",122.7,68.05,220.95
2018,1,"1","Kreis 1",2,"02","Einelternfamilientarif",59.9,31.3,106
2018,2,"2","Kreis 2",0,"00","Grundtarif",46.2,20.8,77.38
2018,2,"2","Kreis 2",1,"01","Verheiratetentarif",99.9,62.4,166.5
2018,2,"2","Kreis 2",2,"02","Einelternfamilientarif",52.8,28.9,84.4
2018,3,"3","Kreis 3",0,"00","Grundtarif",45.4,21.1,70.9
2018,3,"3","Kreis 3",1,"01","Verheiratetentarif",78.2,47.9,124.4
2018,3,"3","Kreis 3",2,"02","Einelternfamilientarif",46.3,27.2,73
2018,4,"4","Kreis 4",0,"00","Grundtarif",41.7,18.3,67.9
2018,4,"4","Kreis 4",1,"01","Verheiratetentarif",63.2,37.7,104.1
2018,4,"4","Kreis 4",2,"02","Einelternfamilientarif",40.3,21.2,62.2
2018,5,"5","Kreis 5",0,"00","Grundtarif",52.6,25.6,82.8
2018,5,"5","Kreis 5",1,"01","Verheiratetentarif",98.7,57.3,165.3
2018,5,"5","Kreis 5",2,"02","Einelternfamilientarif",56.5,33.2,87.2
2018,6,"6","Kreis 6",0,"00","Grundtarif",47.7,21,77.4
2018,6,"6","Kreis 6",1,"01","Verheiratetentarif",108.5,66.4,174.2
2018,6,"6","Kreis 6",2,"02","Einelternfamilientarif",58.95,36.6,90.95
2018,7,"7","Kreis 7",0,"00","Grundtarif",50.5,20.5,86.2
2018,7,"7","Kreis 7",1,"01","Verheiratetentarif",137.3,85.6,225.8
2018,7,"7","Kreis 7",2,"02","Einelternfamilientarif",74.65,46,122.9
2018,8,"8","Kreis 8",0,"00","Grundtarif",57.2,24.3,98.6
2018,8,"8","Kreis 8",1,"01","Verheiratetentarif",136.15,82.4,231.35
2018,8,"8","Kreis 8",2,"02","Einelternfamilientarif",70.4,42.7,116.7
2018,9,"9","Kreis 9",0,"00","Grundtarif",43.6,20.9,65.8
2018,9,"9","Kreis 9",1,"01","Verheiratetentarif",74.95,49.7,109.7
2018,9,"9","Kreis 9",2,"02","Einelternfamilientarif",45.9,25.35,69.45
2018,10,"10","Kreis 10",0,"00","Grundtarif",47.4,22.7,71.9
2018,10,"10","Kreis 10",1,"01","Verheiratetentarif",94.8,63.1,142.2
2018,10,"10","Kreis 10",2,"02","Einelternfamilientarif",57,33.7,84.1
2018,11,"11","Kreis 11",0,"00","Grundtarif",41.3,18.7,64.6
2018,11,"11","Kreis 11",1,"01","Verheiratetentarif",76.65,49.3,114.1
2018,11,"11","Kreis 11",2,"02","Einelternfamilientarif",42.4,20.2,67.2
2018,12,"12","Kreis 12",0,"00","Grundtarif",33.7,14.1,52.6
2018,12,"12","Kreis 12",1,"01","Verheiratetentarif",62.4,39.5,89.4
2018,12,"12","Kreis 12",2,"02","Einelternfamilientarif",33.3,14.7,50
2019,1,"1","Kreis 1",0,"00","Grundtarif",45.4,15.2,85
2019,1,"1","Kreis 1",1,"01","Verheiratetentarif",124.8,69.2,208.6
2019,1,"1","Kreis 1",2,"02","Einelternfamilientarif",62.3,33.7,102.4
2019,2,"2","Kreis 2",0,"00","Grundtarif",47.4,21.6,78.65
2019,2,"2","Kreis 2",1,"01","Verheiratetentarif",102.3,63.7,169.1
2019,2,"2","Kreis 2",2,"02","Einelternfamilientarif",55,31.1,85.6
2019,3,"3","Kreis 3",0,"00","Grundtarif",46.1,22,72.3
2019,3,"3","Kreis 3",1,"01","Verheiratetentarif",79.1,48.6,127.6
2019,3,"3","Kreis 3",2,"02","Einelternfamilientarif",48.4,28.3,76.5
2019,4,"4","Kreis 4",0,"00","Grundtarif",43.6,19.6,70
2019,4,"4","Kreis 4",1,"01","Verheiratetentarif",67.7,39.1,111.9
2019,4,"4","Kreis 4",2,"02","Einelternfamilientarif",43.35,23.7,68.1
2019,5,"5","Kreis 5",0,"00","Grundtarif",54,26,84.3
2019,5,"5","Kreis 5",1,"01","Verheiratetentarif",104.4,60.2,172
2019,5,"5","Kreis 5",2,"02","Einelternfamilientarif",57.25,34.1,92.1
2019,6,"6","Kreis 6",0,"00","Grundtarif",49,22,78.4
2019,6,"6","Kreis 6",1,"01","Verheiratetentarif",111.2,68.2,177.9
2019,6,"6","Kreis 6",2,"02","Einelternfamilientarif",61.2,37.6,94.5
2019,7,"7","Kreis 7",0,"00","Grundtarif",51.1,20.7,86.5
2019,7,"7","Kreis 7",1,"01","Verheiratetentarif",139.25,86.9,228.15
2019,7,"7","Kreis 7",2,"02","Einelternfamilientarif",78.35,49.1,124.8
2019,8,"8","Kreis 8",0,"00","Grundtarif",57.75,25.05,97.1
2019,8,"8","Kreis 8",1,"01","Verheiratetentarif",141.55,86.5,234.75
2019,8,"8","Kreis 8",2,"02","Einelternfamilientarif",75.3,47.1,126
2019,9,"9","Kreis 9",0,"00","Grundtarif",44.5,21.6,67.2
2019,9,"9","Kreis 9",1,"01","Verheiratetentarif",77.3,51.2,112.9
2019,9,"9","Kreis 9",2,"02","Einelternfamilientarif",47.75,27.8,73.1
2019,10,"10","Kreis 10",0,"00","Grundtarif",47.9,23.2,71.8
2019,10,"10","Kreis 10",1,"01","Verheiratetentarif",96.4,64.3,145
2019,10,"10","Kreis 10",2,"02","Einelternfamilientarif",57.3,34.3,85.65
2019,11,"11","Kreis 11",0,"00","Grundtarif",42.1,19.3,65.4
2019,11,"11","Kreis 11",1,"01","Verheiratetentarif",78.6,50.5,117.8
2019,11,"11","Kreis 11",2,"02","Einelternfamilientarif",43.5,22.4,68.8
2019,12,"12","Kreis 12",0,"00","Grundtarif",34.1,14.4,53.15
2019,12,"12","Kreis 12",1,"01","Verheiratetentarif",63.9,40.7,90.9
2019,12,"12","Kreis 12",2,"02","Einelternfamilientarif",33.4,15.8,52
2020,1,"1","Kreis 1",0,"00","Grundtarif",48.1,17.9,87.1
2020,1,"1","Kreis 1",1,"01","Verheiratetentarif",125.7,67.7,204.4
2020,1,"1","Kreis 1",2,"02","Einelternfamilientarif",60.8,32.6,98.1
2020,2,"2","Kreis 2",0,"00","Grundtarif",48.2,21.5,80.1
2020,2,"2","Kreis 2",1,"01","Verheiratetentarif",103.8,65.5,170.6
2020,2,"2","Kreis 2",2,"02","Einelternfamilientarif",57,34.2,89.4
2020,3,"3","Kreis 3",0,"00","Grundtarif",46.7,22.3,73.4
2020,3,"3","Kreis 3",1,"01","Verheiratetentarif",80.4,49.4,128.5
2020,3,"3","Kreis 3",2,"02","Einelternfamilientarif",48.9,29.3,77.9
2020,4,"4","Kreis 4",0,"00","Grundtarif",44.7,20,71.5
2020,4,"4","Kreis 4",1,"01","Verheiratetentarif",68.7,39.8,115.3
2020,4,"4","Kreis 4",2,"02","Einelternfamilientarif",44.55,24.4,71.15
2020,5,"5","Kreis 5",0,"00","Grundtarif",54.5,27,84.9
2020,5,"5","Kreis 5",1,"01","Verheiratetentarif",105.5,60,171.5
2020,5,"5","Kreis 5",2,"02","Einelternfamilientarif",57.9,34.9,93.2
2020,6,"6","Kreis 6",0,"00","Grundtarif",49.5,22.2,78.8
2020,6,"6","Kreis 6",1,"01","Verheiratetentarif",112.9,69.6,180.4
2020,6,"6","Kreis 6",2,"02","Einelternfamilientarif",62.3,37.7,97.6
2020,7,"7","Kreis 7",0,"00","Grundtarif",51.75,21.4,86.5
2020,7,"7","Kreis 7",1,"01","Verheiratetentarif",139.9,87.2,227.2
2020,7,"7","Kreis 7",2,"02","Einelternfamilientarif",78.45,48.4,125
2020,8,"8","Kreis 8",0,"00","Grundtarif",57.8,26.2,98
2020,8,"8","Kreis 8",1,"01","Verheiratetentarif",140.5,85.8,229.4
2020,8,"8","Kreis 8",2,"02","Einelternfamilientarif",74.4,45.6,121.25
2020,9,"9","Kreis 9",0,"00","Grundtarif",44.8,22.2,67.8
2020,9,"9","Kreis 9",1,"01","Verheiratetentarif",78.2,52.1,114.3
2020,9,"9","Kreis 9",2,"02","Einelternfamilientarif",48.9,27.95,73.05
2020,10,"10","Kreis 10",0,"00","Grundtarif",47.9,23.75,72.4
2020,10,"10","Kreis 10",1,"01","Verheiratetentarif",96.1,64.7,146.8
2020,10,"10","Kreis 10",2,"02","Einelternfamilientarif",59.9,36.6,87.15
2020,11,"11","Kreis 11",0,"00","Grundtarif",41.8,19.2,65.5
2020,11,"11","Kreis 11",1,"01","Verheiratetentarif",80,50.9,118.8
2020,11,"11","Kreis 11",2,"02","Einelternfamilientarif",45.2,24.1,71.35
2020,12,"12","Kreis 12",0,"00","Grundtarif",34.3,14.8,53.6
2020,12,"12","Kreis 12",1,"01","Verheiratetentarif",65.2,41.7,91.3
2020,12,"12","Kreis 12",2,"02","Einelternfamilientarif",35.25,16.6,53.5
2021,1,"1","Kreis 1",0,"00","Grundtarif",49.5,19.3,90.55
2021,1,"1","Kreis 1",1,"01","Verheiratetentarif",125.6,69.2,206.1
2021,1,"1","Kreis 1",2,"02","Einelternfamilientarif",58.55,27.25,94.4
2021,2,"2","Kreis 2",0,"00","Grundtarif",50,22.9,82.9
2021,2,"2","Kreis 2",1,"01","Verheiratetentarif",107.7,65.6,174.9
2021,2,"2","Kreis 2",2,"02","Einelternfamilientarif",55.15,34.35,91.05
2021,3,"3","Kreis 3",0,"00","Grundtarif",47.7,23,73.9
2021,3,"3","Kreis 3",1,"01","Verheiratetentarif",82.2,50.8,131.15
2021,3,"3","Kreis 3",2,"02","Einelternfamilientarif",49.95,30.5,79.3
2021,4,"4","Kreis 4",0,"00","Grundtarif",46.2,20.8,73.6
2021,4,"4","Kreis 4",1,"01","Verheiratetentarif",71.6,40.7,118.6
2021,4,"4","Kreis 4",2,"02","Einelternfamilientarif",45.4,24.4,72.4
2021,5,"5","Kreis 5",0,"00","Grundtarif",54.6,27,85
2021,5,"5","Kreis 5",1,"01","Verheiratetentarif",105.3,60.1,179.3
2021,5,"5","Kreis 5",2,"02","Einelternfamilientarif",60.9,39.2,98.4
2021,6,"6","Kreis 6",0,"00","Grundtarif",50.2,23.1,79.2
2021,6,"6","Kreis 6",1,"01","Verheiratetentarif",115.8,70,184.3
2021,6,"6","Kreis 6",2,"02","Einelternfamilientarif",63,39.1,97.8
2021,7,"7","Kreis 7",0,"00","Grundtarif",52.7,22,85.75
2021,7,"7","Kreis 7",1,"01","Verheiratetentarif",143.1,88.3,235.2
2021,7,"7","Kreis 7",2,"02","Einelternfamilientarif",82.2,50,132
2021,8,"8","Kreis 8",0,"00","Grundtarif",58.8,25.8,99
2021,8,"8","Kreis 8",1,"01","Verheiratetentarif",141.1,82.6,230.8
2021,8,"8","Kreis 8",2,"02","Einelternfamilientarif",72.95,45.6,114.8
2021,9,"9","Kreis 9",0,"00","Grundtarif",45.35,22.6,68.9
2021,9,"9","Kreis 9",1,"01","Verheiratetentarif",79.3,53.2,116.9
2021,9,"9","Kreis 9",2,"02","Einelternfamilientarif",50.2,30.65,74.9
2021,10,"10","Kreis 10",0,"00","Grundtarif",48.7,24,73.8
2021,10,"10","Kreis 10",1,"01","Verheiratetentarif",97.1,64.9,148
2021,10,"10","Kreis 10",2,"02","Einelternfamilientarif",60.15,38.05,87.75
2021,11,"11","Kreis 11",0,"00","Grundtarif",42.7,20,66.3
2021,11,"11","Kreis 11",1,"01","Verheiratetentarif",81.1,52,121.1
2021,11,"11","Kreis 11",2,"02","Einelternfamilientarif",47.6,26.3,74.3
2021,12,"12","Kreis 12",0,"00","Grundtarif",34.5,15,54.3
2021,12,"12","Kreis 12",1,"01","Verheiratetentarif",65.2,40.8,93.1
2021,12,"12","Kreis 12",2,"02","Einelternfamilientarif",38.2,20,55.7
2022,1,"1","Kreis 1",0,"00","Grundtarif",48.4,19.2,87.7
2022,1,"1","Kreis 1",1,"01","Verheiratetentarif",123.2,67.8,215.2
2022,1,"1","Kreis 1",2,"02","Einelternfamilientarif",56.3,29.6,97.9
2022,2,"2","Kreis 2",0,"00","Grundtarif",50.1,23.2,82.3
2022,2,"2","Kreis 2",1,"01","Verheiratetentarif",108.2,66,177.9
2022,2,"2","Kreis 2",2,"02","Einelternfamilientarif",59,35.4,94.4
2022,3,"3","Kreis 3",0,"00","Grundtarif",48.1,22.8,74.7
2022,3,"3","Kreis 3",1,"01","Verheiratetentarif",83.8,51.3,134
2022,3,"3","Kreis 3",2,"02","Einelternfamilientarif",52.95,32.1,82
2022,4,"4","Kreis 4",0,"00","Grundtarif",46.6,21,75
2022,4,"4","Kreis 4",1,"01","Verheiratetentarif",72.8,42.9,122.4
2022,4,"4","Kreis 4",2,"02","Einelternfamilientarif",46,27.8,73.1
2022,5,"5","Kreis 5",0,"00","Grundtarif",55,27.6,86.4
2022,5,"5","Kreis 5",1,"01","Verheiratetentarif",104.15,59.4,177.6
2022,5,"5","Kreis 5",2,"02","Einelternfamilientarif",62.3,39.5,104.8
2022,6,"6","Kreis 6",0,"00","Grundtarif",50.5,23.1,80
2022,6,"6","Kreis 6",1,"01","Verheiratetentarif",116.1,72,187.6
2022,6,"6","Kreis 6",2,"02","Einelternfamilientarif",63.9,40.1,97.3
2022,7,"7","Kreis 7",0,"00","Grundtarif",53.7,22.4,88.5
2022,7,"7","Kreis 7",1,"01","Verheiratetentarif",144.9,90.9,240.4
2022,7,"7","Kreis 7",2,"02","Einelternfamilientarif",82.1,51,133.4
2022,8,"8","Kreis 8",0,"00","Grundtarif",59.9,26.1,100.1
2022,8,"8","Kreis 8",1,"01","Verheiratetentarif",139.6,81.7,229.2
2022,8,"8","Kreis 8",2,"02","Einelternfamilientarif",77,46.05,131
2022,9,"9","Kreis 9",0,"00","Grundtarif",46.6,23.2,70.3
2022,9,"9","Kreis 9",1,"01","Verheiratetentarif",82.1,54.65,120.7
2022,9,"9","Kreis 9",2,"02","Einelternfamilientarif",52.65,33.5,79.5
2022,10,"10","Kreis 10",0,"00","Grundtarif",49,24.1,75
2022,10,"10","Kreis 10",1,"01","Verheiratetentarif",101.5,66.3,153.3
2022,10,"10","Kreis 10",2,"02","Einelternfamilientarif",61.7,39.3,92.9
2022,11,"11","Kreis 11",0,"00","Grundtarif",43.7,20,67.6
2022,11,"11","Kreis 11",1,"01","Verheiratetentarif",83.2,53.9,124.8
2022,11,"11","Kreis 11",2,"02","Einelternfamilientarif",49.1,28.5,77.6
2022,12,"12","Kreis 12",0,"00","Grundtarif",35.3,15.4,55
2022,12,"12","Kreis 12",1,"01","Verheiratetentarif",66.7,43.1,94.5
2022,12,"12","Kreis 12",2,"02","Einelternfamilientarif",41,22.2,59.1
